date,independent_bank,independent_bubble,independent_contraction,independent_credit,independent_crisis,independent_depression,independent_derivative,independent_employment,independent_growth,independent_housing,independent_inflation,independent_interest,independent_job,independent_lehman,independent_mortgage,independent_recession,independent_recovery,independent_reform,independent_swap,independent_asset,independent_bankrup,independent_captital,independent_collapse,independent_collateral,independent_debt,independent_downgrade,independent_gdp,independent_house,independent_layoff,independent_loan,independent_property,independent_quantitative,independent_rate,independent_rating,dailymail_bank,dailymail_bubble,dailymail_contraction,dailymail_credit,dailymail_crisis,dailymail_depression,dailymail_derivative,dailymail_employment,dailymail_growth,dailymail_housing,dailymail_inflation,dailymail_interest,dailymail_job,dailymail_lehman,dailymail_mortgage,dailymail_recession,dailymail_recovery,dailymail_reform,dailymail_swap,dailymail_asset,dailymail_bankrup,dailymail_captital,dailymail_collapse,dailymail_collateral,dailymail_debt,dailymail_downgrade,dailymail_gdp,dailymail_house,dailymail_layoff,dailymail_loan,dailymail_property,dailymail_quantitative,dailymail_rate,dailymail_rating,financialtimes_bank,financialtimes_bubble,financialtimes_contraction,financialtimes_credit,financialtimes_crisis,financialtimes_depression,financialtimes_derivative,financialtimes_employment,financialtimes_growth,financialtimes_housing,financialtimes_inflation,financialtimes_interest,financialtimes_job,financialtimes_lehman,financialtimes_mortgage,financialtimes_recession,financialtimes_recovery,financialtimes_reform,financialtimes_swap,financialtimes_asset,financialtimes_bankrup,financialtimes_captital,financialtimes_collapse,financialtimes_collateral,financialtimes_debt,financialtimes_downgrade,financialtimes_gdp,financialtimes_house,financialtimes_layoff,financialtimes_loan,financialtimes_property,financialtimes_quantitative,financialtimes_rate,financialtimes_rating,guardian_bank,guardian_bubble,guardian_contraction,guardian_credit,guardian_crisis,guardian_depression,guardian_derivative,guardian_employment,guardian_growth,guardian_housing,guardian_inflation,guardian_interest,guardian_job,guardian_lehman,guardian_mortgage,guardian_recession,guardian_recovery,guardian_reform,guardian_swap,guardian_asset,guardian_bankrup,guardian_captital,guardian_collapse,guardian_collateral,guardian_debt,guardian_downgrade,guardian_gdp,guardian_house,guardian_layoff,guardian_loan,guardian_property,guardian_quantitative,guardian_rate,guardian_rating
"2005-02-23",14,0,0,1,0,0,0,3,4,3,12,2,1,0,7,0,0,0,0,6,0,5,0,0,4,0,0,4,0,1,1,0,19,2,6,0,0,1,0,0,0,0,2,3,6,13,2,0,19,0,0,1,0,0,0,5,2,0,0,0,0,5,0,6,2,0,23,0,95,0,0,15,3,0,0,13,52,1,23,33,13,0,8,1,4,9,2,26,3,24,1,0,22,1,13,11,0,10,6,5,96,17,11,0,0,0,1,0,0,1,3,3,6,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,21,1
"2005-02-24",12,0,0,3,0,0,0,4,7,1,21,9,8,0,1,2,0,0,0,7,0,2,0,0,4,0,2,1,0,1,3,0,20,1,5,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,15,0,68,0,0,14,6,0,5,4,59,7,37,27,8,0,12,0,5,21,1,30,3,27,1,0,17,3,7,7,0,12,5,2,90,18,15,0,0,0,0,0,0,1,2,1,5,3,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,0,0,7,0
"2005-02-25",4,0,0,0,0,0,0,2,9,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,3,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,13,0,45,1,1,8,5,0,0,13,47,1,18,23,15,0,2,0,0,12,0,4,1,23,2,0,21,3,9,2,0,3,1,0,88,18,4,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,2,0,0,4,0,1,0,4,0,0,0,0,0,5,1
"2005-02-28",11,0,0,2,0,0,0,0,5,0,6,3,4,0,1,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,15,0,1,0,0,0,0,0,0,1,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,7,1,0,13,3,0,2,8,24,1,11,17,4,0,5,1,3,9,4,15,0,7,2,0,9,0,5,3,0,0,4,1,52,11,3,0,0,0,2,0,0,0,1,10,6,2,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,21,0,0,7,0,9,0
"2005-03-01",6,0,0,1,0,0,0,1,3,3,1,1,1,0,0,0,2,0,0,0,0,4,4,0,1,0,0,5,0,0,3,0,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56,2,0,10,3,0,1,18,45,6,19,20,11,1,7,7,5,33,2,5,6,25,2,0,14,0,6,7,1,2,11,0,70,18,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1
"2005-03-02",8,0,0,2,0,0,0,1,4,1,11,2,3,1,2,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,2,0,16,1,16,0,0,10,0,0,0,3,7,3,4,17,5,0,5,0,0,1,0,0,0,4,1,0,11,0,0,13,0,12,6,0,41,2,79,5,1,25,5,0,0,18,82,23,17,36,24,1,11,5,12,25,1,14,3,21,2,5,20,2,21,35,0,10,10,0,157,19,4,0,0,5,0,0,0,1,3,1,1,2,0,0,3,0,0,3,0,0,0,0,0,0,5,0,1,2,0,1,0,0,7,2
"2005-03-03",5,0,0,2,0,0,0,2,10,2,4,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,1,0,0,0,0,16,0,9,0,0,2,1,0,0,0,3,1,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,12,0,2,5,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,7,0,1,3,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,8,0
"2005-03-04",22,0,0,0,0,0,0,6,10,0,12,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24,0,5,0,0,5,1,0,0,1,1,2,0,5,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,7,0,3,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,3,0,5,0,0,0,0
"2005-03-07",4,0,0,0,0,0,0,6,7,2,4,9,9,0,2,0,1,0,0,0,0,5,3,0,1,0,0,1,0,0,0,0,19,0,5,0,0,0,0,0,0,5,4,0,1,2,12,0,21,0,0,4,1,0,0,0,0,0,7,0,1,7,0,1,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,14,4,0,0,1,8,0,0,1,0,0,0,0,1,0,0,2,2,2,0,0,16,0,0,0,0,0,0,0,8,0
"2005-03-08",1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2005-03-09",1,1,0,0,0,0,0,0,4,6,1,5,1,0,6,1,0,2,0,0,0,2,0,0,2,0,3,11,0,3,11,0,8,0,13,1,0,8,2,0,0,0,5,13,3,12,3,0,37,2,0,5,0,0,0,2,3,0,4,0,0,14,0,4,15,0,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1
"2005-03-10",2,0,0,2,1,0,0,0,18,0,2,6,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,3,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,0,0,0,5,1,2,2,1,0,2,1,1,0,0,1,0,1,0,0,1,0,2,0,0,0,1,0,14,1
"2005-03-11",4,0,0,0,0,0,0,0,3,0,7,4,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,18,0,3,1,0,0,0,0,0,1,3,3,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,5,0,0,2,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,2,2,0,0,1,11,4,4,7,0,0,2,0,1,3,0,1,0,2,0,0,4,0,3,0,0,0,0,0,19,1
"2005-03-14",7,0,0,0,0,0,0,2,0,3,6,6,2,0,1,0,1,0,0,3,0,1,0,0,0,0,5,5,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,0,1,0,3,8,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,15,0
"2005-03-15",16,1,0,1,0,0,0,1,12,7,4,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,5,0,0,3,0,9,0,4,0,0,0,1,0,0,0,6,7,2,2,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,2,0,0,0,1,2,3,1,7,0,0,5,0,0,0,0,0,0,1,0,0,9,0,0,12,0,0,2,0,14,1
"2005-03-16",7,0,0,2,0,0,0,3,9,3,0,5,7,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,11,0,2,0,0,1,0,0,0,3,3,6,0,1,5,0,12,0,0,2,0,0,0,1,0,0,1,0,0,10,0,1,10,0,11,0,71,1,1,16,2,1,4,6,74,10,33,20,10,5,2,3,9,27,6,28,0,28,0,2,25,0,7,23,0,5,27,4,85,22,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-03-17",9,0,0,15,0,0,1,4,43,3,21,7,13,0,4,0,0,4,0,1,0,7,0,0,9,0,1,12,0,2,8,0,35,3,8,1,0,3,0,0,0,5,10,1,7,6,7,0,3,1,0,1,0,3,0,0,2,0,8,0,2,11,1,2,10,0,21,0,121,6,0,62,2,0,14,80,188,32,91,78,38,4,17,12,4,42,6,41,7,28,2,0,70,17,39,71,0,8,25,3,252,44,4,0,0,18,1,0,0,1,1,8,8,10,7,0,6,0,0,0,0,0,0,2,0,0,7,0,0,4,0,10,6,0,6,4
"2005-03-18",5,0,0,0,0,0,0,2,3,1,9,4,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,3,0,1,0,0,14,0,0,0,0,1,2,0,0,1,0,2,1,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,10,0,0,11,0,5,0,22,3,0,22,3,0,1,4,35,7,13,26,4,2,1,1,4,6,1,6,0,12,2,0,18,19,1,15,0,0,12,0,82,21,1,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-03-21",15,0,0,9,0,0,0,1,7,1,19,7,3,0,0,1,2,0,0,2,1,1,0,0,12,0,2,2,0,2,1,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,0,30,1,0,6,12,38,13,16,22,16,0,3,1,3,29,4,29,0,22,1,0,20,7,20,24,0,1,14,1,107,11,7,0,0,0,0,0,0,4,5,0,1,3,1,0,4,0,0,2,0,0,0,1,0,0,0,0,2,3,0,0,2,0,14,0
"2005-03-22",15,2,0,2,0,0,0,3,13,4,12,8,3,0,0,0,0,4,1,1,0,1,0,0,1,0,0,11,0,0,1,0,25,3,14,1,0,4,3,0,0,0,5,7,5,5,2,0,2,1,0,6,0,0,4,2,0,0,17,0,1,12,0,1,7,0,15,0,40,0,0,30,4,0,4,4,48,4,33,36,10,1,0,2,2,31,4,5,0,24,0,0,15,7,11,2,0,4,1,0,97,18,3,0,0,0,0,0,0,1,6,3,2,4,1,0,1,0,0,2,0,0,0,0,1,0,4,0,4,14,0,0,0,0,12,1
"2005-03-23",8,1,0,1,0,0,0,1,8,1,15,9,1,0,2,1,0,7,0,1,0,8,0,0,0,0,1,19,0,1,34,0,24,0,10,0,0,2,3,0,0,0,0,0,4,14,0,0,19,0,0,0,0,0,0,1,1,0,2,0,0,5,0,8,0,0,31,0,87,1,0,53,2,0,22,1,65,12,81,58,4,7,1,4,3,8,8,3,0,13,0,0,21,17,13,5,0,19,21,1,168,9,4,0,0,1,0,0,0,1,2,0,7,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,11,2
"2005-03-24",5,0,0,0,0,0,0,0,7,5,5,5,0,0,0,2,0,0,0,0,0,1,0,0,2,0,2,4,0,0,0,0,14,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,66,13,0,22,1,0,0,2,56,5,84,55,4,0,14,0,6,28,5,26,0,26,4,0,27,7,11,9,0,5,21,0,175,28,4,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0
"2005-03-25",9,0,0,0,0,0,0,1,7,0,4,4,1,0,0,0,0,3,0,0,0,0,0,0,5,0,1,2,0,0,1,0,7,1,3,0,0,0,0,0,0,0,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,2,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
"2005-03-28",2,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,1,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,3,1
"2005-03-29",4,6,0,0,0,0,0,0,7,0,24,6,0,0,1,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,2,0,28,1,12,0,0,13,2,0,0,0,0,0,0,3,0,0,3,0,1,0,0,1,2,0,0,0,19,0,0,1,0,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005-03-30",7,0,0,0,1,0,0,1,5,2,1,6,0,0,3,1,1,0,2,0,0,3,1,0,7,0,2,3,0,3,2,0,17,3,21,0,0,1,0,0,0,0,0,6,3,19,2,0,32,0,0,0,0,0,0,3,1,0,5,0,0,17,0,12,6,0,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,2,0,4,0,0,1,0
"2005-03-31",8,0,0,5,1,0,0,2,9,1,1,8,0,0,0,1,1,3,2,2,0,2,1,0,14,0,2,0,0,8,0,0,5,0,6,0,0,4,1,0,0,0,3,2,5,8,0,0,7,0,0,0,1,0,0,1,0,0,3,0,0,4,0,1,1,0,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,5,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0
"2005-04-01",13,0,0,4,0,0,0,0,6,8,7,6,0,0,4,3,0,0,0,0,0,0,0,0,1,0,1,17,0,0,1,0,22,3,13,0,0,1,0,0,0,0,3,10,4,7,2,1,7,1,0,0,0,0,0,1,1,0,1,0,0,30,0,1,16,0,24,0,48,1,0,27,5,0,2,21,32,7,36,34,16,2,7,0,8,8,1,17,0,19,2,4,32,2,4,14,0,10,7,0,97,29,6,1,0,0,0,0,0,1,2,3,3,6,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,13,0,12,3,0,13,2
"2005-04-04",10,1,0,2,0,0,0,1,1,4,2,7,2,0,3,1,0,0,0,2,0,0,2,0,1,0,0,13,0,0,0,0,10,0,2,0,0,5,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,1,0,0,0,60,0,2,35,3,0,13,3,36,2,19,38,9,1,0,1,3,12,2,41,2,22,2,0,16,2,2,9,0,14,18,1,113,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2005-04-05",20,0,0,0,0,0,0,7,23,1,1,1,3,0,7,8,0,2,0,1,0,1,4,0,5,0,1,3,0,2,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,14,0,0,0,3,44,5,12,29,5,3,21,0,4,15,3,17,0,26,3,0,14,6,5,15,0,5,4,2,79,12,8,0,1,19,0,0,0,8,22,1,2,2,11,0,2,0,2,0,0,0,0,3,0,0,19,0,1,8,0,2,3,0,10,6
"2005-04-06",13,1,0,8,0,0,0,0,4,1,7,13,1,0,2,0,0,2,1,1,0,3,0,0,11,2,0,9,0,0,0,0,24,0,4,0,1,7,0,0,1,0,5,5,3,10,0,0,1,1,0,0,0,0,0,1,4,1,4,0,0,14,0,1,1,0,15,0,49,1,0,43,0,0,0,11,44,3,22,44,7,1,1,1,8,2,3,16,1,26,5,1,53,9,0,8,0,2,18,0,117,32,5,0,0,17,0,1,0,0,0,1,3,9,0,0,1,0,1,0,0,0,0,4,0,0,11,0,0,5,0,3,0,0,15,3
"2005-04-07",3,0,0,1,0,0,0,2,7,1,4,1,6,0,0,4,1,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,8,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,1,0,0,0,3,6,0,1,1,3,0,0,1,0,6,0,0,0,0,0,0,1,0,6,0,0,1,1,0,9,0
"2005-04-08",10,0,0,0,1,0,0,0,3,1,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,2,0,0,0,0,0,0,3,3,0,0,2,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,2,0,0,1,0,0,0,1,8,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,4,0,0,2,0
"2005-04-11",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,8,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,1,0,4,2,5,3,7,1,0,3,5,0,2,0,0,0,0,0,0,1,0,0,16,0,0,2,0,16,0
"2005-04-12",10,0,0,0,1,0,0,3,4,1,6,6,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,0,0,0,1,1,0,2,7,0,0,0,1,0,0,0,0,0,11,2,0,0,0,6,1,0,1,0,0,10,0
"2005-04-13",0,0,0,1,0,0,1,0,4,14,2,6,0,0,4,0,0,0,0,5,0,1,1,0,1,1,1,8,0,0,6,0,16,0,17,0,0,3,0,0,0,1,10,2,5,13,0,0,25,0,1,0,0,4,0,12,2,0,1,0,0,11,0,1,2,0,41,0,76,2,1,25,15,0,0,5,94,5,48,26,12,1,6,4,8,14,1,14,2,24,3,1,25,6,27,10,0,10,9,0,105,27,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"2005-04-14",7,0,0,0,1,0,0,17,12,0,4,8,12,2,0,1,0,4,0,1,0,0,3,0,0,0,2,4,0,1,0,0,36,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,3,0,2,0,43,2,0,6,3,0,3,7,38,2,10,31,7,0,0,1,4,11,0,8,1,21,1,0,12,3,4,8,0,1,2,0,83,11,4,0,0,2,0,0,0,11,14,0,4,3,3,0,0,1,0,0,0,0,0,1,0,0,14,0,2,0,0,3,1,0,9,0
"2005-04-15",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,28,0,2,9,5,0,0,9,36,3,9,28,4,0,0,3,2,3,6,2,0,7,0,1,7,8,4,6,0,0,1,0,67,4,8,0,0,0,0,0,0,0,6,3,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,12,0
"2005-04-18",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,6,0,5,0,39,3,0,23,3,0,0,7,37,3,27,26,14,0,1,0,4,8,1,46,1,37,6,0,31,2,0,6,0,6,10,0,69,24,5,3,0,2,3,0,0,1,10,0,2,1,2,0,0,1,0,0,0,2,0,6,1,0,4,0,2,1,0,0,0,0,8,0
"2005-04-19",6,0,0,1,1,0,0,1,13,3,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,12,0,0,0,0,3,3,0,0,4,4,0,0,0,13,0,0,0,0,2,0,1,0,0,4,0,0,0,0,1,0,0,0,0,3,2,31,18,0,30,2,0,0,3,56,1,11,25,7,0,6,2,3,10,1,28,0,13,5,4,25,2,10,10,0,10,4,0,115,19,5,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3
"2005-04-20",10,0,0,0,0,0,0,0,2,5,12,7,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,16,0,15,0,0,3,2,0,0,0,2,2,9,29,1,0,21,1,0,0,0,1,0,1,3,0,2,0,0,6,0,4,0,0,38,1,56,0,0,14,8,0,0,8,51,15,52,29,3,0,6,1,2,4,1,9,1,17,3,0,18,1,8,11,0,5,0,0,107,14,6,0,0,1,0,0,0,0,3,0,9,7,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,14,1
"2005-04-21",0,0,0,0,2,0,0,2,2,0,8,6,34,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,2,7,2,0,6,0,0,0,1,2,1,6,10,0,0,9,0,0,0,0,1,0,0,1,0,8,0,0,6,0,3,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,1,4,1,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0
"2005-04-22",8,0,0,2,0,0,0,0,4,4,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,1,1,5,1,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,1
"2005-04-25",1,0,0,1,0,0,0,4,2,0,1,2,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,2,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,2,0
"2005-04-26",4,0,0,0,0,0,0,1,12,0,4,5,0,0,0,0,0,3,0,1,0,3,0,0,3,0,0,4,0,0,1,0,18,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,2,0,0,0,5,0,0,1,6,0,2,0,0,3,0,0,0,0,0,0,11,1,0,3,0,0,1,0,5,0
"2005-04-27",10,0,0,11,1,0,0,2,4,5,0,14,5,0,20,0,0,1,3,1,2,10,0,0,18,0,0,3,0,12,2,0,39,3,2,0,0,1,1,0,0,0,1,2,3,15,0,0,15,0,1,0,0,0,1,5,0,0,8,0,0,2,0,5,0,0,8,0,81,6,0,40,16,1,8,16,68,18,29,30,17,5,2,3,9,11,5,12,3,22,6,2,50,5,9,22,0,5,28,0,116,45,2,0,0,0,0,0,0,0,1,0,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0
"2005-04-28",0,0,1,0,0,0,0,0,1,3,2,6,0,0,4,0,0,0,0,0,0,1,1,0,3,0,0,3,0,0,2,0,9,0,9,0,0,3,0,0,0,0,1,2,0,4,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,3,0,6,0,78,0,0,11,2,0,2,12,47,8,33,27,10,2,7,0,7,5,22,3,1,26,2,0,31,6,1,13,0,5,2,0,110,26,1,0,0,0,0,0,0,1,4,3,0,6,4,0,2,1,0,0,0,0,0,6,0,0,0,0,0,6,0,0,2,0,8,0
"2005-04-29",2,0,0,4,0,0,0,1,11,2,3,4,1,0,1,0,1,3,0,0,0,0,0,0,0,1,1,3,0,0,0,0,13,0,1,0,0,2,0,0,0,0,1,1,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,1,0,0,3,6,4,5,4,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,9,0,0,0,0,8,0
"2005-05-02",0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,8,1,28,2,0,5,4,0,6,12,32,1,23,18,20,0,0,1,2,7,1,12,1,14,2,2,18,0,2,3,0,2,4,0,76,0,4,0,0,0,0,0,0,0,5,2,8,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,6,0
