date,independent_bank,independent_bubble,independent_contraction,independent_credit,independent_crisis,independent_depression,independent_derivative,independent_employment,independent_growth,independent_housing,independent_inflation,independent_interest,independent_job,independent_lehman,independent_mortgage,independent_recession,independent_recovery,independent_reform,independent_swap,independent_asset,independent_bankrup,independent_captital,independent_collapse,independent_collateral,independent_debt,independent_downgrade,independent_gdp,independent_house,independent_layoff,independent_loan,independent_property,independent_quantitative,independent_rate,independent_rating,dailymail_bank,dailymail_bubble,dailymail_contraction,dailymail_credit,dailymail_crisis,dailymail_depression,dailymail_derivative,dailymail_employment,dailymail_growth,dailymail_housing,dailymail_inflation,dailymail_interest,dailymail_job,dailymail_lehman,dailymail_mortgage,dailymail_recession,dailymail_recovery,dailymail_reform,dailymail_swap,dailymail_asset,dailymail_bankrup,dailymail_captital,dailymail_collapse,dailymail_collateral,dailymail_debt,dailymail_downgrade,dailymail_gdp,dailymail_house,dailymail_layoff,dailymail_loan,dailymail_property,dailymail_quantitative,dailymail_rate,dailymail_rating,financialtimes_bank,financialtimes_bubble,financialtimes_contraction,financialtimes_credit,financialtimes_crisis,financialtimes_depression,financialtimes_derivative,financialtimes_employment,financialtimes_growth,financialtimes_housing,financialtimes_inflation,financialtimes_interest,financialtimes_job,financialtimes_lehman,financialtimes_mortgage,financialtimes_recession,financialtimes_recovery,financialtimes_reform,financialtimes_swap,financialtimes_asset,financialtimes_bankrup,financialtimes_captital,financialtimes_collapse,financialtimes_collateral,financialtimes_debt,financialtimes_downgrade,financialtimes_gdp,financialtimes_house,financialtimes_layoff,financialtimes_loan,financialtimes_property,financialtimes_quantitative,financialtimes_rate,financialtimes_rating,guardian_bank,guardian_bubble,guardian_contraction,guardian_credit,guardian_crisis,guardian_depression,guardian_derivative,guardian_employment,guardian_growth,guardian_housing,guardian_inflation,guardian_interest,guardian_job,guardian_lehman,guardian_mortgage,guardian_recession,guardian_recovery,guardian_reform,guardian_swap,guardian_asset,guardian_bankrup,guardian_captital,guardian_collapse,guardian_collateral,guardian_debt,guardian_downgrade,guardian_gdp,guardian_house,guardian_layoff,guardian_loan,guardian_property,guardian_quantitative,guardian_rate,guardian_rating
"2007-10-01",13,0,0,5,5,0,0,1,9,2,13,14,2,0,2,1,0,4,0,0,0,2,7,0,1,0,0,2,0,0,0,0,22,1,47,0,0,12,11,0,0,0,5,1,10,12,2,0,7,0,0,2,0,4,17,1,4,0,11,0,0,13,0,16,9,0,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,3,2,0,0,2,6,3,5,1,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,4,2
"2007-10-02",21,0,0,13,9,0,0,0,1,5,3,6,1,0,1,2,0,1,0,2,2,0,0,0,18,0,1,5,0,2,1,0,17,2,33,0,0,7,4,0,0,2,8,11,1,8,4,0,4,1,0,0,0,1,2,1,1,1,20,0,0,7,0,3,7,0,21,1,166,3,0,112,20,0,0,22,62,18,13,59,21,5,36,13,15,10,2,10,2,33,10,4,45,1,18,8,0,40,12,0,191,16,21,1,0,10,4,0,0,0,1,2,2,8,2,0,9,2,1,0,0,2,0,1,2,1,5,0,0,3,0,6,0,0,18,0
"2007-10-03",10,0,0,7,1,0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,11,0,22,0,0,17,6,0,0,1,3,6,4,7,1,0,25,0,0,0,0,1,0,4,2,0,3,0,0,7,0,9,4,0,60,1,298,8,0,103,15,0,0,5,68,45,14,65,35,10,48,19,8,13,0,41,1,34,9,7,51,1,4,28,0,62,28,0,207,13,4,0,0,3,1,0,1,0,1,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,4,0,2,0
"2007-10-04",26,0,0,9,2,0,0,0,1,0,2,6,4,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7,0,0,15,2,9,0,0,5,1,0,0,0,4,1,5,10,0,0,7,0,0,1,0,0,0,0,1,0,2,0,0,2,0,11,2,0,18,0,183,1,0,88,11,0,2,31,67,10,33,60,59,10,91,13,5,6,1,17,0,22,8,2,25,2,0,8,5,61,12,0,197,24,17,0,0,7,6,0,0,0,0,0,10,7,0,0,1,0,0,0,0,0,0,4,0,1,2,0,0,1,0,2,0,0,13,5
"2007-10-05",52,0,0,19,4,0,0,1,16,2,5,10,2,1,2,3,0,0,0,0,8,1,1,0,16,0,1,4,0,5,4,0,32,2,64,0,0,23,9,0,3,1,31,13,18,14,13,2,15,6,0,1,2,5,0,4,1,0,6,7,1,36,0,4,11,0,42,3,224,1,6,84,30,0,7,42,84,18,58,89,67,8,45,8,2,1,12,21,0,26,16,7,36,4,6,90,1,29,10,0,247,15,4,0,0,10,1,0,0,2,0,0,0,3,4,0,3,0,0,0,0,0,0,5,0,0,11,0,0,1,1,4,1,0,2,0
"2007-10-08",5,0,0,7,0,0,0,2,7,10,5,4,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,10,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,4,0,0,0,74,4,0,64,39,0,0,3,94,6,24,44,15,1,5,5,2,23,1,37,0,20,3,2,16,0,11,6,0,35,18,0,96,13,6,0,0,6,1,0,1,1,6,2,0,2,4,0,2,0,2,0,3,2,0,2,0,0,10,0,0,1,0,0,0,0,5,1
"2007-10-09",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,2,10,4,0,0,1,9,6,2,4,0,0,5,0,0,1,0,1,0,5,0,0,4,0,0,5,0,0,11,0,14,1,187,1,0,114,9,0,2,17,110,35,33,64,23,1,39,6,1,13,3,22,0,34,4,3,31,7,11,42,0,23,9,5,206,62,14,0,0,2,4,0,0,0,19,2,4,2,2,0,1,4,0,0,0,1,0,1,1,0,1,0,0,2,0,1,0,0,9,1
"2007-10-10",11,0,0,13,4,0,0,1,26,5,3,6,1,0,15,3,1,4,0,1,0,2,0,0,10,0,5,6,0,1,1,0,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,1,8,97,27,0,4,24,138,35,26,33,13,5,26,12,14,16,2,30,0,45,1,1,39,6,18,17,0,25,13,0,187,37,1,0,0,8,2,0,0,0,9,4,7,2,4,0,5,0,1,6,0,2,0,3,0,0,0,0,2,8,0,0,9,0,13,1
"2007-10-11",13,0,0,9,3,2,0,2,26,3,0,4,4,0,2,16,0,0,0,1,1,0,0,0,2,2,4,2,0,1,4,0,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,3,2,51,17,0,1,11,75,7,43,48,8,5,65,2,5,26,5,32,1,37,7,7,28,13,8,8,0,31,28,0,178,23,1,0,0,2,1,0,0,2,9,3,1,3,1,0,1,0,1,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,8,0
"2007-10-12",11,0,0,3,1,0,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,2,0,0,17,2,59,0,0,11,16,0,0,1,2,3,23,13,1,0,8,0,1,1,0,0,0,1,3,0,4,0,0,1,0,14,1,0,24,1,131,4,1,66,25,0,2,16,133,23,19,64,20,0,46,7,5,2,1,16,1,19,1,6,23,1,6,14,0,41,0,0,196,64,38,0,0,3,3,0,0,1,3,10,3,10,2,0,3,0,0,0,1,3,0,7,0,4,7,1,0,9,0,6,0,0,15,0
"2007-10-15",14,1,0,3,1,1,0,1,4,13,2,7,0,0,1,1,0,0,0,2,0,1,0,0,1,1,1,12,0,1,10,0,12,1,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,5,1,86,6,0,61,19,0,5,4,27,6,20,24,3,0,28,3,1,5,1,32,1,6,2,2,20,0,2,11,0,3,2,0,88,14,1,0,0,1,0,0,0,1,2,1,1,2,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,2,4,0,5,0
"2007-10-16",7,0,0,9,0,0,0,1,2,5,5,2,0,0,13,0,0,0,0,0,0,1,0,0,4,0,0,8,0,5,1,0,10,2,5,0,0,2,1,0,0,0,6,2,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,5,0,134,3,0,57,22,3,2,7,55,36,46,55,6,2,94,9,3,5,0,35,0,40,6,2,22,2,3,48,0,45,30,0,122,14,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-10-17",13,0,0,7,1,0,0,1,21,9,7,6,2,0,2,3,0,6,0,14,0,15,2,0,2,1,1,7,0,1,0,0,22,1,17,0,0,9,2,0,0,0,9,7,21,29,3,0,19,0,0,0,0,1,0,0,2,0,2,0,3,17,0,6,9,0,73,1,347,11,3,190,62,1,3,11,201,75,107,98,28,4,74,10,13,6,2,97,1,89,7,8,65,8,7,44,1,70,9,0,318,26,5,0,0,10,0,0,0,1,6,13,11,6,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,10,1
"2007-10-18",5,0,0,8,2,0,0,1,12,6,2,4,1,0,7,2,1,1,0,0,0,0,1,0,0,0,0,1,0,5,2,0,9,3,25,1,0,17,15,0,0,8,14,39,13,13,10,0,20,2,0,5,0,0,0,5,6,0,0,3,0,29,0,12,20,0,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,14,4,0,0,9,19,19,7,6,6,0,1,0,0,1,0,0,0,4,0,0,0,1,3,16,0,2,7,0,22,1
"2007-10-19",11,4,0,6,5,1,0,0,3,3,2,5,0,1,6,0,1,0,0,2,0,0,3,0,4,2,0,4,0,6,2,0,18,4,22,1,1,11,5,0,0,10,43,23,9,22,6,0,10,4,5,1,0,0,0,3,7,0,7,0,6,22,0,9,11,0,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,9,0
"2007-10-22",9,0,0,5,7,0,0,0,7,3,4,9,1,0,0,5,0,0,0,2,0,2,2,0,0,0,0,2,0,1,0,0,13,0,19,0,0,9,3,0,0,1,5,7,0,6,3,0,11,3,1,1,0,0,0,1,1,0,5,0,0,6,0,4,5,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,10,5,0,1,0,4,3,3,1,0,0,5,0,0,3,0,1,0,1,0,0,11,0,1,1,0,1,1,0,10,2
"2007-10-23",6,1,0,11,3,0,0,2,6,2,0,7,1,0,4,2,0,0,0,0,1,1,0,0,5,4,0,7,0,6,1,0,13,5,18,0,0,5,11,1,0,8,3,4,7,16,2,0,28,3,1,3,0,3,1,5,4,0,4,0,0,3,0,1,9,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,3,3,0,0,0,2,2,2,2,0,0,1,2,1,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,10,0
"2007-10-24",4,0,0,3,0,0,0,2,26,8,1,5,6,1,6,0,0,0,0,2,0,0,0,0,1,1,0,7,0,2,2,0,21,5,18,0,0,10,4,0,0,2,6,3,3,14,2,0,11,0,0,0,0,0,0,1,2,0,8,0,0,3,0,11,1,0,62,1,127,6,0,53,13,1,6,5,98,58,32,29,10,2,59,1,4,5,4,29,1,36,3,1,7,2,10,40,0,45,27,0,148,27,6,0,0,4,2,0,0,1,7,3,4,9,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,8,0,0,1,0,20,2
"2007-10-25",29,0,0,7,3,0,0,0,2,2,1,1,0,0,0,0,0,1,0,2,0,2,0,0,0,2,0,4,0,0,5,0,2,0,17,0,0,4,2,0,0,0,7,5,0,4,0,0,10,3,0,0,0,2,0,0,2,0,13,0,1,19,0,3,4,0,11,0,193,1,2,76,27,0,5,19,87,36,23,27,17,9,73,3,3,28,0,39,0,18,3,7,22,9,7,20,0,21,15,0,152,42,3,0,0,3,0,0,0,0,0,2,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,7,0
"2007-10-26",6,1,0,6,0,0,0,0,7,0,3,4,0,2,4,0,0,0,0,0,0,0,0,0,3,0,0,6,0,2,3,0,5,0,25,0,0,4,7,0,0,1,2,10,10,8,15,0,27,2,0,2,0,2,1,0,2,0,3,0,0,32,0,7,27,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,2,4,0,0,0,1,9,0,4,0,0,13,1,0,0,0,0,1,1,0,0,1,0,0,8,0,2,6,0,8,0
"2007-10-29",4,2,0,2,0,0,0,4,9,1,3,3,0,0,1,3,1,0,0,0,0,3,2,0,0,0,3,7,0,0,0,0,10,0,1,0,0,3,0,0,0,1,2,3,0,1,2,0,8,0,0,0,0,1,0,1,0,0,0,0,0,7,0,1,3,0,3,0,55,19,0,35,26,3,4,16,82,45,53,35,9,1,20,4,0,15,0,25,0,26,3,1,15,0,7,38,0,18,20,0,128,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0
"2007-10-30",15,0,1,9,6,0,0,0,5,4,2,3,1,0,6,2,0,0,0,2,0,1,0,0,2,0,0,2,0,4,2,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4,0,82,13,0,1,8,64,45,36,68,8,5,46,7,3,4,6,40,0,26,10,10,29,4,1,54,0,25,21,0,191,24,8,1,0,14,1,0,0,0,0,9,6,11,5,0,15,0,0,0,0,1,0,0,0,0,4,0,0,20,0,5,2,0,27,4
"2007-10-31",6,0,0,3,0,0,0,3,3,3,0,11,9,0,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,6,1,61,14,0,0,43,65,17,51,73,61,8,41,15,7,17,1,29,0,66,2,2,50,3,2,28,0,18,7,0,174,29,3,0,0,2,1,0,0,1,7,9,0,4,4,0,10,2,0,2,0,0,0,1,0,0,1,0,0,7,0,2,4,0,15,0
"2007-11-01",11,1,0,9,4,0,0,2,10,3,10,9,2,0,0,1,1,2,0,0,0,3,1,0,1,1,1,7,0,1,3,0,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,1,1,81,8,0,5,11,84,41,93,68,27,1,47,8,4,8,0,12,0,36,0,2,29,17,5,21,0,9,15,0,256,44,6,0,1,5,2,0,0,1,12,7,12,8,1,0,4,1,0,1,0,0,0,2,0,0,0,1,2,10,0,0,4,0,23,0
"2007-11-02",3,0,0,3,0,0,0,1,9,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,2,2,107,17,0,7,11,79,30,53,56,23,3,64,6,5,6,5,32,0,50,6,11,34,31,1,15,0,18,0,0,193,43,4,0,0,4,2,0,0,0,9,1,4,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,10,0
"2007-11-05",9,0,1,7,7,0,0,4,12,4,10,7,9,0,0,3,0,1,0,0,0,2,1,0,0,0,0,4,0,0,0,0,20,1,37,0,0,9,7,0,0,0,7,7,6,6,13,0,6,0,0,0,0,0,0,1,1,0,6,0,0,3,0,8,4,0,14,1,103,7,0,36,8,0,6,3,51,8,40,42,13,3,25,4,2,3,2,48,0,17,2,1,25,4,2,11,0,19,1,0,85,11,14,0,0,9,2,0,0,3,9,5,8,7,3,0,3,0,0,0,0,0,0,3,1,1,1,0,0,14,0,0,12,0,16,1
"2007-11-06",75,0,0,15,11,0,0,0,9,3,6,4,1,1,15,2,0,0,0,5,0,2,1,0,9,1,1,1,0,10,1,0,24,1,16,0,0,15,2,0,0,1,4,1,4,4,12,0,3,0,0,0,0,0,0,1,0,0,1,0,0,3,0,2,1,0,20,0,195,6,0,87,18,0,8,4,36,20,26,48,2,9,31,6,6,1,5,24,0,28,7,14,23,14,1,13,0,16,6,0,116,23,21,0,0,4,4,0,0,0,3,1,2,7,2,0,12,1,0,0,0,0,0,0,2,1,4,0,0,5,0,3,1,0,12,0
"2007-11-07",26,0,0,15,3,0,0,2,3,2,0,1,0,0,5,2,0,1,0,5,0,2,0,1,2,1,1,6,0,12,4,0,13,2,29,0,0,17,3,0,0,6,7,8,10,29,11,0,14,1,0,1,0,3,0,7,1,0,1,0,0,10,1,8,5,0,96,3,174,12,0,91,20,0,1,7,59,10,26,40,23,1,83,10,6,10,1,46,0,39,6,11,38,12,17,25,0,81,5,0,139,61,4,0,0,1,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,4,1
"2007-11-08",31,0,0,12,2,0,0,0,6,4,6,5,2,1,4,1,0,0,0,4,0,3,2,0,1,0,0,1,0,5,4,0,25,2,9,1,0,14,7,0,0,1,5,8,6,7,2,0,13,5,0,0,0,5,0,2,3,0,3,0,0,12,0,5,3,0,17,2,182,14,0,77,20,0,2,9,66,18,88,48,3,3,41,9,7,0,2,33,4,39,6,8,25,11,0,16,0,34,5,0,170,23,10,0,1,8,1,0,0,0,8,5,2,7,0,1,3,1,0,0,0,3,0,11,2,0,1,0,1,5,0,3,2,0,14,2
"2007-11-09",12,0,0,23,7,0,0,1,16,5,7,5,0,0,4,1,0,3,0,3,0,1,0,0,1,0,0,10,0,2,3,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,0,2,89,27,1,3,6,86,14,69,72,9,0,57,1,5,7,7,24,1,42,0,4,23,19,3,19,0,26,11,0,207,51,13,2,0,8,3,0,0,2,11,11,3,8,0,0,8,0,2,0,0,0,0,4,3,0,0,0,0,13,0,0,2,0,24,1
"2007-11-12",14,0,0,5,3,0,0,0,5,5,3,6,3,0,1,3,0,0,0,3,0,1,2,0,0,0,0,1,0,1,1,0,12,0,27,1,0,25,7,0,0,2,10,5,11,6,6,0,6,3,1,2,0,5,0,0,2,0,10,0,1,18,0,8,9,0,22,3,70,1,0,38,27,1,25,14,41,6,37,30,8,0,16,8,2,9,6,18,3,18,5,3,20,0,9,17,0,8,38,0,72,7,8,1,0,4,1,0,0,3,10,1,1,4,5,0,2,0,0,1,2,2,0,2,1,0,0,0,0,6,0,1,4,0,6,0
"2007-11-13",13,0,1,11,6,0,0,0,6,3,5,10,0,0,2,2,3,1,0,5,0,1,0,0,2,0,1,2,0,0,0,0,12,2,25,0,1,19,6,0,0,1,9,8,6,8,1,0,10,5,0,0,0,3,2,4,1,0,4,0,1,6,0,1,13,0,25,3,198,6,0,67,15,0,22,8,84,19,129,49,13,2,72,3,5,0,2,41,12,45,1,5,31,17,4,27,0,60,39,1,212,37,14,0,0,2,0,0,0,0,1,4,6,3,0,0,2,0,0,3,0,0,0,2,0,0,1,0,0,4,0,3,1,0,10,0
"2007-11-14",27,1,0,12,4,0,0,0,7,0,17,6,0,0,2,1,0,0,0,5,0,8,2,0,3,1,2,2,0,0,2,0,19,6,29,1,0,19,0,0,0,0,4,6,16,27,4,0,8,0,0,2,0,2,0,5,0,4,12,0,0,5,0,15,1,0,76,3,223,1,3,46,20,0,2,6,57,9,66,35,15,7,40,1,7,6,0,39,5,22,1,7,30,3,12,11,0,9,6,0,97,14,25,0,0,5,2,0,0,1,2,0,13,13,2,0,6,0,0,0,0,6,0,4,0,1,5,0,0,2,0,6,0,0,15,1
"2007-11-15",58,0,0,16,3,0,0,1,23,3,40,10,2,0,2,2,0,0,0,1,0,1,0,1,2,1,5,4,0,0,0,0,29,5,70,1,0,12,5,0,0,1,15,6,15,21,2,0,20,5,0,0,0,0,0,2,2,0,15,0,1,5,0,19,7,0,45,1,255,1,1,99,10,0,1,28,133,33,190,61,13,2,52,11,15,11,0,39,5,35,3,9,32,12,15,42,0,36,25,3,213,44,21,0,0,8,2,0,0,5,14,2,23,11,9,0,1,1,0,0,0,4,0,1,0,0,1,0,0,5,0,1,7,0,29,0
"2007-11-16",2,0,0,8,0,0,0,0,7,2,4,4,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,5,0,8,2,24,0,0,6,6,0,1,0,5,2,5,3,2,0,27,1,0,0,0,2,0,6,2,0,16,0,0,16,0,9,15,0,36,1,158,0,0,114,21,4,4,3,79,24,119,57,21,4,75,1,2,6,2,33,1,33,5,6,37,8,6,9,0,42,16,0,166,40,11,0,0,0,2,0,0,2,6,3,9,4,1,0,1,3,0,1,0,2,0,0,0,0,0,0,2,3,0,0,0,0,10,4
"2007-11-19",7,0,0,6,0,0,0,1,4,3,4,5,1,0,2,1,0,0,0,0,0,4,2,0,0,0,0,6,0,0,10,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,11,3,58,15,0,2,1,56,24,24,47,3,0,39,9,1,11,7,82,0,32,10,1,40,11,5,35,0,15,24,1,136,43,7,0,1,0,2,0,0,0,2,0,7,3,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,7,0
"2007-11-20",12,0,0,19,3,1,2,0,2,2,1,6,3,0,12,0,0,1,3,5,0,1,2,1,4,1,0,5,0,3,0,0,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,1,1,94,28,2,3,21,56,43,43,71,22,8,54,5,11,14,14,38,0,37,0,13,71,5,1,15,0,53,11,0,185,19,3,0,0,3,3,0,0,1,2,0,0,0,3,0,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
"2007-11-21",13,0,0,19,7,0,0,3,6,4,5,10,0,1,27,0,0,0,0,1,2,6,0,0,3,0,1,5,0,14,2,0,18,0,25,0,0,25,4,0,0,1,0,6,1,32,2,0,39,0,0,0,0,1,0,2,3,0,8,0,0,2,0,19,6,0,60,0,216,6,0,103,23,0,6,20,118,38,59,52,6,5,102,20,5,13,0,17,5,56,2,1,17,7,20,33,2,37,12,0,225,22,10,0,0,5,4,0,0,0,5,2,0,1,0,1,6,1,0,0,0,3,1,5,1,0,0,1,0,1,0,4,0,0,11,0
"2007-11-22",13,1,0,9,4,0,1,0,8,3,7,8,2,1,11,2,0,0,0,1,0,2,1,0,1,1,0,3,0,3,4,0,34,2,40,3,0,21,10,0,0,1,16,9,3,15,12,1,21,4,0,0,0,4,0,3,4,0,6,0,0,17,0,10,10,0,46,2,129,0,2,67,10,0,0,6,69,10,67,41,16,3,64,8,2,6,3,27,2,42,1,2,24,5,5,6,0,10,6,0,139,13,17,0,1,12,2,0,0,2,10,3,5,8,4,0,16,5,0,4,0,0,2,0,1,0,3,0,0,2,0,3,5,0,35,1
"2007-11-23",30,0,0,27,6,0,0,1,5,1,4,9,2,0,12,1,0,5,0,7,0,5,0,1,7,3,1,4,0,6,1,0,13,7,24,0,0,10,4,0,0,0,2,5,1,5,0,0,14,0,0,0,0,4,0,2,2,1,4,0,0,3,0,8,9,0,20,4,140,2,0,82,28,0,13,0,36,22,22,44,5,2,54,15,7,3,3,30,0,35,3,3,29,11,3,20,0,29,15,0,130,50,30,0,0,15,3,0,0,0,1,2,2,9,1,0,66,0,0,0,2,10,0,5,1,0,2,5,0,4,0,23,8,0,24,5
"2007-11-26",29,0,0,9,3,0,0,0,6,3,6,6,1,0,7,0,0,0,0,6,0,1,1,8,3,0,1,12,0,7,11,0,17,2,6,0,1,12,2,0,0,4,5,5,1,6,1,0,8,0,0,0,0,0,0,0,1,0,10,0,2,7,0,1,2,0,14,5,160,0,4,97,29,0,10,8,45,20,42,19,4,0,53,19,3,5,7,51,0,28,11,0,17,0,0,19,0,52,21,0,148,15,2,0,0,2,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0
"2007-11-27",10,0,0,7,3,0,0,0,0,0,0,2,0,1,3,0,1,1,0,1,0,0,0,0,2,0,0,1,0,2,2,0,6,2,3,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,165,6,1,74,18,0,7,1,31,10,24,27,14,8,32,3,0,3,1,43,0,48,3,6,26,20,0,7,1,20,48,0,132,22,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
"2007-11-28",15,0,0,14,5,0,0,1,3,2,2,2,0,0,4,3,0,0,0,0,0,2,0,0,6,0,1,2,0,3,3,0,8,0,24,0,0,10,6,0,0,2,5,8,5,22,6,0,36,2,0,1,0,5,0,6,2,0,27,0,0,22,0,8,23,0,44,4,201,6,0,81,25,1,2,6,58,27,59,49,11,7,42,28,2,4,0,32,0,70,5,5,38,10,0,69,0,30,6,0,220,22,3,0,0,5,1,1,0,6,13,16,0,1,7,0,2,5,0,0,1,0,0,1,1,0,1,0,2,6,0,4,1,0,10,2
"2007-11-29",39,0,1,22,4,0,0,1,11,3,16,14,3,0,4,5,1,0,0,1,0,6,1,0,1,2,0,4,0,4,7,0,38,7,14,2,0,8,4,0,0,2,10,12,3,4,8,0,11,4,0,0,0,0,0,5,2,0,0,1,0,5,0,1,3,0,11,0,204,2,0,69,25,0,0,1,61,21,30,64,14,17,71,11,6,0,2,40,0,49,3,1,11,1,0,22,2,53,12,0,182,17,15,0,0,6,5,0,3,2,2,9,1,0,4,0,2,0,0,0,0,0,0,2,0,1,3,4,0,3,0,0,2,0,15,3
"2007-11-30",52,5,0,22,5,1,0,2,15,20,11,18,2,0,19,2,0,0,0,0,0,3,4,0,1,0,0,22,0,4,21,0,38,1,37,0,0,10,6,1,0,0,11,15,5,9,0,0,28,1,0,0,0,1,0,0,1,1,5,0,0,11,0,11,11,0,29,0,164,3,2,88,34,1,0,14,71,51,29,31,15,10,61,4,2,12,2,33,0,29,3,4,15,7,2,42,0,31,11,0,151,22,71,0,0,25,6,0,0,1,9,20,11,16,1,0,13,3,0,0,0,3,0,0,3,1,1,1,0,25,0,13,5,0,49,2
"2007-12-03",21,0,0,12,4,1,0,0,8,1,15,6,1,0,0,3,1,0,0,2,0,0,2,0,0,0,0,1,0,0,2,0,21,0,9,0,0,8,4,0,0,2,3,3,3,2,7,0,2,4,0,2,0,2,0,3,3,2,9,1,0,3,0,1,1,0,7,2,158,12,0,60,42,1,2,7,74,14,123,45,9,0,20,8,1,2,0,51,0,31,3,3,40,0,2,8,0,16,13,2,215,10,4,8,0,4,1,0,0,2,2,1,1,7,1,0,3,0,0,0,0,0,0,1,0,0,4,0,0,7,0,1,7,0,12,0
"2007-12-04",6,0,0,8,2,1,0,1,5,1,3,9,2,0,3,13,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,13,1,29,1,0,19,0,0,0,0,6,13,4,12,0,0,19,3,1,1,0,0,1,4,0,0,5,0,0,22,0,6,8,0,32,0,139,1,4,54,31,0,1,24,89,14,38,57,26,2,27,9,14,16,0,35,2,33,4,5,23,10,3,12,0,21,27,0,198,32,21,0,0,8,4,0,0,0,6,4,5,9,2,0,2,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,3,0,24,0
"2007-12-05",54,2,0,28,6,0,0,4,12,10,7,17,4,0,23,10,0,4,0,0,0,2,4,0,10,0,2,13,0,2,7,0,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,2,0,81,17,0,0,12,79,20,39,41,9,3,51,5,4,10,5,12,0,44,7,2,5,11,6,12,0,36,8,0,171,21,14,1,0,9,4,0,0,7,10,15,3,9,9,0,15,2,1,0,0,0,0,0,2,0,3,0,0,7,0,2,2,0,25,0
